LDC,Class,951cn,cls
"""Inside magnetic storm""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""强磁暴""",x
"""Inside magnetic storm""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""强磁暴""",x
"""Inside strong magnetic field""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""强磁暴范围""",x
"""Magnetic Field""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""磁场""",x
"""Travel""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""航行影响""",x
"""Reduces the range at which fleets inside can be detected by %s.""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""降低 %s 舰队在其内时可被侦测到的范围.""",x
"""The magnetic storm also blinds the sensors of a fleet within, reducing their range by %s.""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""磁暴还会使舰队内的传感器失灵, 使它们的射程缩短""",x
"""Combat""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""战斗影响""",x
"""No combat effects.""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""没有战斗影响.""",x
"""Magnetic Storm""",com/fs/starfarer/api/impl/campaign/terrain/MagneticFieldTerrainPlugin,"""磁暴""",x
""" (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""" (最高: %s)""",x
"""Maximum at %s or less base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,"""想要获得最高加成就不得超过}%s}的""",x
""" in fleet, your fleet has %s base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""".}而当前有}%s}的""",x
"""Maximum at %s or less base """,com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,"""想要获得最高加成就不得超过}%s}的""",x
""" in fleet""",com/fs/starfarer/api/impl/campaign/skills/BulkTransport$BaseCapacityModifierEffect,""" """,x
"""History""",com/fs/starfarer/api/impl/campaign/plog/PLIntel,"""生涯""",x
""" - History""",com/fs/starfarer/api/impl/campaign/plog/PLIntel,""" - 生涯""",x
""" - History""",com/fs/starfarer/api/impl/campaign/plog/PLIntel,""" - 生涯""",x
"""Gained experience from profitable trades""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""你从贸易中汲取了经验""",x
"""Not enough trade/smuggling with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""没有足够的贸易/走私与 """,x
""" for a rep change (""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 一个声望改变 (""",x
"""Sending rep change of """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""发出的声望改变 """,x
""" with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 携带 """,x
""" due to trade/smuggling""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 由于贸易/走私""",x
"""Change caused by trade with faction""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与其所属市场进行大宗贸易""",x
"""Change caused by black-market trade""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与黑市进行贸易""",x
"""Sending rep change of """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""发出的声望改变 """,x
""" with """,com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 携带 """,x
""" due to trade with enemy (""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,""" 由于与敌对势力进行贸易 (""",x
"""Change caused by trade with enemies""",com/fs/starfarer/api/impl/campaign/events/RepTrackerEvent,"""因与敌人进行贸易""",x
"""- Press %s to quick-save""",com/fs/starfarer/api/impl/campaign/tutorial/SaveNagScript,"""- 按 %s 快速保存""",x
"""Leave""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Ship variants will be randomly picked from those available for a given hull.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Selected weapons and fighters will be added to your cargo.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Select ships and weapons""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Add officers with unselected skills""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Leave""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Select option to instantly add an officer of that level with all unspent skills. The officer level will be 1 higher than selected and they will not have an initial skill.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#VALUE!,x
"""Go back""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Select ship quality.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Maximum number of d-mods""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""No d-mods""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Average of 1 s-mod""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Average of 2 s-mods""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Average of 2 s-mods; allow some Omega weapons to be mounted""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Average of 3 s-mods""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Average of 3 s-mods; allow some Omega weapons to be mounted""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Leave""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""The total number of officers and their level and elite skills will be based on your character's skills.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Add officers (number / level / elite skills based on your character's skills)""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Do not add officers""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Leave""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Select fleet creation mode.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Replace current fleet with new ships""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Add new ships to current fleet""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Leave""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Added level """,com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
""" officer with NO initial skill and 4 elite skills max.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Added level """,com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
""" officer with NO initial skill.""",com/fs/starfarer/api/impl/campaign/procgen/PlayerFleetGenPluginImpl,#N/A,x
"""Can only stabilize colonies with at least %s points of recent unrest.""",com/fs/starfarer/api/impl/campaign/StabilizeMarketPluginImpl,"""只能在殖民地动荡期间, 且稳定性低于 %s 点时才能使用.""",x
"""A Tri-Tachyon executive sits in a private booth, scrolling through """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""一名速子高管正坐在一处私人包厢内,}专注地查阅着""",x
""" TriPad. An untouched drink sits on the immaculate table.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""的}TriPad.}一尘不染的桌子上则放着一杯没碰过的高档红酒.""",x
"""Throw some credits around like a big spender, to see if you can attract the executive's attention""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""你尝试着扮演一名挥金如土的纨绔并在酒吧内肆意消费,}来试图引起这位高管的注意""",x
"""An impeccable Tri-Tachyon factioneer of completely indeterminate age has you invited to """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""一名无法确定年龄但近乎完美的速子女性雇员走到你的面前,}微笑着邀请你前往她上司的私人包厢,}你缓缓跟上并坐在""",x
""" booth. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""的面前.}""",x
""" appraises you coolly as """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""似乎对你有着不错的印象,}因为""",x
""" fills a glass from a bottle that looks to cost more than many starships.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""的桌上已摆上为你倒好的红酒,}从那迷人的猩红色液体与散发出的诱人芬芳,}你大胆猜测光这一杯的价值就足以购买市面上大多数的星舰.""",x
"""""The vintage predates the Collapse, you know,"" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""""我想所有葡萄酒酿酒师都无比怀念}大崩塌}前的伟大年份...""}""",x
""" says. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""略带惋惜的""",x
"""""I enjoy the idea of owning a small part of history."" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""""将杯中鲜血般的酒液缓缓品尽,}""这就是历史的滋味.""}""",x
""" smiles, ""So let's talk about you."" As """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""陶醉的将手中的高脚杯轻轻放下,}并将目光放在了你的身上.}在""",x
""" lists detailed specifications """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""自顾自的""",x
"""and statistical trends regarding your career in the Persean Sector you make a mental """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""列出关于你在英仙座星区职业生涯的详细说明与统计趋势时,}""",x
"""note to have a discussion with your senior officers on the subject of """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""你默默的提醒着自己,}在这件事告一段落之后,}""",x
"""information security. ""So,"" """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""必须和旗下的高级官员们一起讨论信息安全的问题.}""所以"",}""",x
""" concludes, ""I'd like to see """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""开始总结道:}""",x
"""what you could accomplish with a short-term capital infusion of let us say %s. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""我非常好奇这笔}%s}的短期投资,}能让你发展到何种地步,}""",x
"""To incentivize the ruthless enterprise I so admire, let us say you would repay %s """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""当然,}为了我所敬佩的无情企业,}你必须偿还}%s,}""",x
"""You take this in as you sip your drink. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""当你还在细细品味手中的红酒时,}""",x
"""It's a lot of money. You also consider that this Tri-Tach suit paid too much for the bottle.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""你的脑海里却只想着这名速子高管是以 何种代价才弄到这样的珍贵古董.""",x
"""Accept the deal and toast your joint venture""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""接受提议,}并与其干杯""",x
"""Decline the deal, explaining that you're ""just here to network""""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""委婉拒绝,}并解释自己只是来""交个朋友""""",x
"""As the negotiations conclude, the Tri-Tachyon """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""谈判结束后,}面前的这名""",x
""" leans back, rolling the stem of """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""}""",x
""" glass between """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""缓缓向后一靠,}并不断摆弄着""",x
""" fingertips. """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""指尖中的高脚杯.}""",x
"""""You didn't accept my initial offer"", """,com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""""有趣,}你是第一个敢跟我谈条件的人"",}""",x
""" says. ""I find that reassuring.""""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,"""笑着说道.""",x
"""You leave the lounge rich in credits, having exchanged secure comm keys with the Tri-Tachyon shark and receiving the transfer immediately. Your head spins with plans for how to leverage your new assets - and a bit from the drink, you admit to yourself.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/TriTachMajorLoanBarEvent,#VALUE!,x
"""Starting faction investigation at %s, %s -> %s""",com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,"""开始阵营调查 %s, %s -> %s""",x
""" ties investigation - """,com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,""" 关系调查 - """,x
""" (over)""",com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,""" (结束)""",x
""" ties investigation - """,com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,""" 关系调查 - """,x
"""him""",com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,"""他""",x
"""her""",com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,"""她""",x
"""Unknown""",com/fs/starfarer/api/impl/campaign/events/InvestigationEventGoodRepWithOther,"""不明""",x
"""Any colony, especially one outside the core, attracts some degree of piracy. %s and %s colonies attract more pirates.""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,#N/A,x
"""Larger""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,#N/A,x
"""less stable""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,#N/A,x
"""Event progress value is based on the size and stability of the largest colony under your control. If multiple colonies have the same size, the one with higher stability is used.""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,#VALUE!,x
"""Biggest colony: %s, size: %s, stability: %s""",com/fs/starfarer/api/impl/campaign/intel/events/StandardPirateActivityCause2$1,#N/A,x
"""Use of advanced technology and AI cores attracts the attention of Pathers.""",com/fs/starfarer/api/impl/campaign/intel/events/StandardLuddicPathActivityCause2$1,#N/A,x
"""advanced technology""",com/fs/starfarer/api/impl/campaign/intel/events/StandardLuddicPathActivityCause2$1,#N/A,x
"""AI cores""",com/fs/starfarer/api/impl/campaign/intel/events/StandardLuddicPathActivityCause2$1,#N/A,x
"""""",com/fs/starfarer/api/impl/campaign/intel/events/StandardLuddicPathActivityCause2$1,#N/A,x
""" located in the """,com/fs/starfarer/api/impl/campaign/intel/events/StandardLuddicPathActivityCause2$1,#N/A,x
