LDC,Class,LDC_96CN,RAW_96CN,note
"""day""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""天""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""天""",
"""Variable""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""未知""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""未知""",
"""Variable""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""未知""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""未知""",
"""Variable""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""未知""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""未知""",
"""Variable""",com/fs/starfarer/campaign/ui/marketinfo/oO0o,"""未知""","com/fs/starfarer/campaign/ui/marketinfo/d.sizeChanged - String - ""未知""",
"""An estimate. In some cases, setting a custom value may be required for optimal results.""",com/fs/starfarer/launcher/opengl/C$1,"""仅仅是一个预估值。而在某些情况下，可能需要设置自定义值以获得最佳效果。""","com/fs/starfarer/launcher/opengl/C$1.createImpl - String - ""仅仅是一个预估值。而在某些情况下，可能需要设置自定义值以获得最佳效果。""",
"""Right-click to assign another ability""",com/fs/starfarer/ui/newui/G$3,"""右键点击切换另一种能力""","com/fs/starfarer/ui/newui/G$3.createImpl - String - ""右键点击切换另一种能力""",
"""Dismiss""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""离开""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""离开""",
"""Build""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""建造""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""建造""",
"""Go back""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""返回""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""返回""",
"""Name""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""设施名称""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""设施名称""",
"""Type""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""类型""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""类型""",
"""Build time""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""建造时间""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""建造时间""",
"""Cost""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""建造成本""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""建造成本""",
"""Base upkeep""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""基础维护成本""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""基础维护成本""",
"""Upkeep""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""当前维护成本""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""当前维护成本""",
"""Name of the industry or structure.""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""工业设施或建筑物的名称""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""工业设施或建筑物的名称""",
"""Whether it's an industry or a structure. The number of industries at a colony is limited, based on its size.""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""该设施的类型，只有工业设施具备建造上限，这取决于 殖民地的规模大小。""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""该设施的类型，只有工业设施具备建造上限，这取决于 殖民地的规模大小。""",
"""Build time, in days. Until the industry or structure finishes construction, it will not provide any of its benefits, but any demand for commodities starts immediately.""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""以天为单位计算的建造时间。工业设施和建筑物在完工前不会提供任何收益，但任何物资上的需求均会立即生效。""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""以天为单位计算的建造时间。工业设施和建筑物在完工前不会提供任何收益，但任何物资上的需求均会立即生效。""",
"""One-time cost to begin construction, in credits.""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""建筑工程前期所需支付的一次性款项，以星币计算。""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""建筑工程前期所需支付的一次性款项，以星币计算。""",
"""No industries or structures available""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""没有可用的工业设施或其他设施""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.createUI - String - ""没有可用的工业设施或其他设施""",
"""No industries or structures available""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""没有可用的工业设施或其他设施""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.updateTable - String - ""没有可用的工业设施或其他设施""",
"""No industries or structures for this category""",com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog,"""此类别没有可用的工业设施或其他设施""","com/fs/starfarer/campaign/ui/marketinfo/IndustryPickerDialog.updateTable - String - ""此类别没有可用的工业设施或其他设施""",
"""Not enough crew""",com/fs/starfarer/campaign/ui/fleet/ooOO,"""没有足够的船员""","com/fs/starfarer/campaign/ui/fleet/C.advanceImpl - String - ""没有足够的船员""",
"""Critical Malfunction!""",com/fs/starfarer/combat/entities/ship/oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/String,"""严重故障！""","com/fs/starfarer/combat/entities/ship/A/D.o00000 - String - ""严重故障！""",
""" Disabled""",com/fs/starfarer/combat/entities/ship/oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/String,""" 停用""","com/fs/starfarer/combat/entities/ship/A/D.o00000 - String - "" 停用""",
""" Malfunction""",com/fs/starfarer/combat/entities/ship/oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/String,""" 故障""","com/fs/starfarer/combat/entities/ship/A/D.o00000 - String - "" 故障""",
""" Online""",com/fs/starfarer/combat/entities/ship/oOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO/String,""" 上线""","com/fs/starfarer/combat/entities/ship/A/D.o00000 - String - "" 上线""",
"""Shield Malfunction!""",com/fs/starfarer/combat/entities/Ship,"""护盾失效！""","com/fs/starfarer/combat/entities/Ship.advance - String - ""护盾失效！""",
"""Your flagship is in danger of suffering critical malfunctions due to low combat readiness.""",com/fs/starfarer/combat/entities/Ship,"""你的旗舰因战备值 (CR) 过低将面临严重的故障风险。""","com/fs/starfarer/combat/entities/Ship.advance - String - ""你的旗舰因战备值 (CR) 过低将面临严重的故障风险。""",
"""-class)""",com/fs/starfarer/combat/entities/Ship,"""-级) ""","com/fs/starfarer/combat/entities/Ship.advance - String - ""-级) """,
""" reports danger of critical malfunctions due to low combat readiness.""",com/fs/starfarer/combat/entities/Ship,""" 因战备值 (CR) 过低将面临严重的故障风险。""","com/fs/starfarer/combat/entities/Ship.advance - String - "" 因战备值 (CR) 过低将面临严重的故障风险。""",
"""Your flagship is in danger of suffering malfunctions due to low combat readiness.""",com/fs/starfarer/combat/entities/Ship,"""你的旗舰因战备值 (CR) 较低将面临一定的故障风险。""","com/fs/starfarer/combat/entities/Ship.advance - String - ""你的旗舰因战备值 (CR) 较低将面临一定的故障风险。""",
"""-class)""",com/fs/starfarer/combat/entities/Ship,"""-级) ""","com/fs/starfarer/combat/entities/Ship.advance - String - ""-级) """,
""" reports danger of malfunctions due to low combat readiness.""",com/fs/starfarer/combat/entities/Ship,""" 因战备值 (CR) 较低将面临一定的故障风险。""","com/fs/starfarer/combat/entities/Ship.advance - String - "" 因战备值 (CR) 较低将面临一定的故障风险。""",
"""Your flagship's combat readiness will start decreasing soon due to extended deployment.""",com/fs/starfarer/combat/entities/Ship,"""你的旗舰因长时间部署，其战备值 (CR) 将很快开始下降。""","com/fs/starfarer/combat/entities/Ship.advance - String - ""你的旗舰因长时间部署，其战备值 (CR) 将很快开始下降。""",
"""-class)""",com/fs/starfarer/combat/entities/Ship,"""-级) ""","com/fs/starfarer/combat/entities/Ship.advance - String - ""-级) """,
""" reports combat readiness will start decreasing soon.""",com/fs/starfarer/combat/entities/Ship,""" 的战备值 (CR) 将很快开始下降。""","com/fs/starfarer/combat/entities/Ship.advance - String - "" 的战备值 (CR) 将很快开始下降。""",
""" Disabled!""",com/fs/starfarer/combat/entities/Ship,""" 停机！""","com/fs/starfarer/combat/entities/Ship.applyDamageInner - String - "" 停机！""",
"""The ""%s"", a friendly %s-class vessel, has taken heavy damage""",com/fs/starfarer/combat/entities/Ship,"""由 ""%s"", 友军 %s-级 舰船，造成严重损坏""","com/fs/starfarer/combat/entities/Ship.reportHeavyDamage - String - ""由 ""%s"", 友军 %s-级 舰船，造成严重损坏""",
"""A friendly %s-class vessel has taken heavy damage""",com/fs/starfarer/combat/entities/Ship,"""友军 %s-级 舰船已严重受损""","com/fs/starfarer/combat/entities/Ship.reportHeavyDamage - String - ""友军 %s-级 舰船已严重受损""",
"""The %s, a friendly %s-class vessel, has been destroyed""",com/fs/starfarer/combat/entities/Ship,"""由 %s, 友军 %s-级 舰船，已被摧毁""","com/fs/starfarer/combat/entities/Ship.sendShipDestroyedMessage - String - ""由 %s, 友军 %s-级 舰船，已被摧毁""",
"""A friendly %s-class vessel has been destroyed""",com/fs/starfarer/combat/entities/Ship,"""友军 %s-级 舰船已被摧毁""","com/fs/starfarer/combat/entities/Ship.sendShipDestroyedMessage - String - ""友军 %s-级 舰船已被摧毁""",
"""The %s, a hostile %s-class vessel, has been destroyed""",com/fs/starfarer/combat/entities/Ship,"""由 %s, 敌军 %s-级 舰船，已被摧毁""","com/fs/starfarer/combat/entities/Ship.sendShipDestroyedMessage - String - ""由 %s, 敌军 %s-级 舰船，已被摧毁""",
"""A hostile %s-class vessel has been destroyed""",com/fs/starfarer/combat/entities/Ship,"""敌军 %s-级 舰船已被摧毁""","com/fs/starfarer/combat/entities/Ship.sendShipDestroyedMessage - String - ""敌军 %s-级 舰船已被摧毁""",
"""-class)""",com/fs/starfarer/combat/entities/Ship,"""-级) ""","com/fs/starfarer/combat/entities/Ship.getDisplayNameForTask - String - ""-级) """,
"""Some skills have effects that are more powerful when there are fewer ships in your fleet that are affected by the skill.""",com/fs/starfarer/coreui/refit/auto/OoOO$2,"""当舰队中受技能影响的舰船越少，某些技能的效果也就越大。""","com/fs/starfarer/coreui/refit/auto/B$2.createImpl - String - ""当舰队中受技能影响的舰船越少，某些技能的效果也就越大。""",
"""Most of these effects are based on the deployment points value of the ships, which is equal to the ship's base deployment recovery cost, prior to modification by factors such as d-mods.""",com/fs/starfarer/coreui/refit/auto/OoOO$2,"""这些效果大多基于舰船的部署点，它等于舰船经 D-插件 等因素修正前的基础 部署成本。""","com/fs/starfarer/coreui/refit/auto/B$2.createImpl - String - ""这些效果大多基于舰船的部署点，它等于舰船经 D-插件 等因素修正前的基础 部署成本。""",
"""This table shows all fleet statistics that are relevant for the skills you've learned.""",com/fs/starfarer/coreui/refit/auto/OoOO$2,"""该表格显示了所有与你所学技能相关舰队的统计数据。""","com/fs/starfarer/coreui/refit/auto/B$2.createImpl - String - ""该表格显示了所有与你所学技能相关舰队的统计数据。""",
"""You can mouse over each row to see which skills are using each value and which ships contribute to it.""",com/fs/starfarer/coreui/refit/auto/OoOO$2,"""将鼠标放在任意一行上，即可查看每个数值都与哪些技能相关联，以及有哪些舰船对其有贡献。""","com/fs/starfarer/coreui/refit/auto/B$2.createImpl - String - ""将鼠标放在任意一行上，即可查看每个数值都与哪些技能相关联，以及有哪些舰船对其有贡献。""",
"""When the number of ships in your fleet exceeds %s, numerous logistical challenges manifest themselves, increasing the entire fleet's maintenance supply use by %s for every ship above the maximum.""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""当你舰队中的舰船数量超过 %s 艘时，其带来的众多后勤挑战将会立刻体现，每超过一艘船，维护所需的补给就会提高 %s.""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""当你舰队中的舰船数量超过 %s 艘时，其带来的众多后勤挑战将会立刻体现，每超过一艘船，维护所需的补给就会提高 %s.""",
"""The fleet will also suffer a penalty to its maximum burn level.""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""舰队的最大宇宙航速也会受到惩罚。""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""舰队的最大宇宙航速也会受到惩罚。""",
"""Exceeding the maximum number of ships is not a state that can be maintained for long.""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""过多的舰船并不是一个长久之计。""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""过多的舰船并不是一个长久之计。""",
"""ships""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""舰船""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""舰船""",
"""ship""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""舰船""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""舰船""",
"""Your fleet is %s """,com/fs/starfarer/coreui/refit/auto/OoOO$1,"""目前有 %s 艘""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""目前有 %s 艘""",
""" above the maximum and is using %s additional supplies per day.""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""船超过了舰队数量的上限，因此每天需多消耗 %s 点补给。""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""船超过了舰队数量的上限，因此每天需多消耗 %s 点补给。""",
"""The number of ships in your fleet does not exceed the maximum.""",com/fs/starfarer/coreui/refit/auto/OoOO$1,"""当前舰队的船只数量并未超过上限。""","com/fs/starfarer/coreui/refit/auto/B$1.createImpl - String - ""当前舰队的船只数量并未超过上限。""",
"""Cancel""",com/fs/starfarer/coreui/refit/auto/void,"""取消""","com/fs/starfarer/coreui/refit/auto/G.createUI - String - ""取消""",
"""Confirm""",com/fs/starfarer/coreui/refit/auto/void,"""确认""","com/fs/starfarer/coreui/refit/auto/G.createUI - String - ""确认""",
"""Autofit Preview""",com/fs/starfarer/coreui/refit/auto/void,"""自动预览""","com/fs/starfarer/coreui/refit/auto/G.setPreview - String - ""自动预览""",
"""Current Variant""",com/fs/starfarer/coreui/refit/auto/void,"""装配方案""","com/fs/starfarer/coreui/refit/auto/G.setPreview - String - ""装配方案""",
"""Cost of ordnance:""",com/fs/starfarer/coreui/refit/auto/void,"""装配成本：""","com/fs/starfarer/coreui/refit/auto/G.setPreview - String - ""装配成本：""",
"""Available funds:""",com/fs/starfarer/coreui/refit/auto/void,"""可用资金：""","com/fs/starfarer/coreui/refit/auto/G.setPreview - String - ""可用资金：""",
"""CR reduction:""",com/fs/starfarer/coreui/refit/auto/void,"""战备值 (CR) 损耗：""","com/fs/starfarer/coreui/refit/auto/G.setPreview - String - ""战备值 (CR) 损耗：""",
"""Select autofit goal variant""",com/fs/starfarer/coreui/refit/auto/void,"""选择最适合的装配方案""","com/fs/starfarer/coreui/refit/auto/G.ÔÔ0000 - String - ""选择最适合的装配方案""",
"""Autofit confirmed, purchased """,com/fs/starfarer/coreui/refit/auto/void,"""自动确认，购买 ""","com/fs/starfarer/coreui/refit/auto/G.actionPerformed - String - ""自动确认，购买 """,
""" worth of ordnance""",com/fs/starfarer/coreui/refit/auto/void,""" 武器价值""","com/fs/starfarer/coreui/refit/auto/G.actionPerformed - String - "" 武器价值""",
"""Autofit confirmed""",com/fs/starfarer/coreui/refit/auto/void,"""自动确认""","com/fs/starfarer/coreui/refit/auto/G.actionPerformed - String - ""自动确认""",
"""Select gathering point""",com/fs/starfarer/campaign/command/oooO,"""选择集散地""","com/fs/starfarer/campaign/command/I.recreate - String - ""选择集散地""",
"""No colonies""",com/fs/starfarer/campaign/command/oooO,"""没有殖民地""","com/fs/starfarer/campaign/command/I.recreate - String - ""没有殖民地""",
"""Cancel""",com/fs/starfarer/campaign/command/oooO,"""取消""","com/fs/starfarer/campaign/command/I.recreate - String - ""取消""",
"""Scuttling """,com/fs/starfarer/coreui/while,"""破坏 ""","com/fs/starfarer/coreui/while.<init> - String - ""破坏 """,
