RAW,cn.mn,constant,constantCN
"com/fs/starfarer/campaign/command/OutpostListPanel.updateStats - String - ""Management bonus""",com/fs/starfarer/campaign/command/OutpostListPanel.updateStats ,Management bonus,行政增益
"com/fs/starfarer/campaign/ui/intel/PLPanel.<init> - String - ""Event""",com/fs/starfarer/campaign/ui/intel/PLPanel.<init> ,Event,事件
"com/fs/starfarer/campaign/ui/intel/PLPanel.<init> - String - ""Date""",com/fs/starfarer/campaign/ui/intel/PLPanel.<init> ,Date,日期
"com/fs/starfarer/campaign/ui/intel/PLPanel.<init> - String - ""Time ago""",com/fs/starfarer/campaign/ui/intel/PLPanel.<init> ,Time ago,距今
"com/fs/starfarer/campaign/ui/intel/PLPanel.<init> - String - ""No entries """,com/fs/starfarer/campaign/ui/intel/PLPanel.<init> ,No entries                                                 ,无记录                                                 
"com/fs/starfarer/campaign/ui/intel/PLPanel.<init> - String - ""Events""",com/fs/starfarer/campaign/ui/intel/PLPanel.<init> ,Events,事件
"com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$o.super - String - ""Produced by """,com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$o.super ,Produced by ,生产 
"com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$o.?00000 - String - ""Needed by """,com/fs/starfarer/campaign/ui/marketinfo/CommodityTooltipFactory$o.?00000 ,Needed by ,需求方 
"com/fs/starfarer/coreui/refit/auto/Object.createUI - String - ""Go""",com/fs/starfarer/coreui/refit/auto/Object.createUI ,Go,好的
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Weapon group 1""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Weapon group 1,1 号武器组
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Weapon group 2""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Weapon group 2,2 号武器组
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Weapon group 3""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Weapon group 3,3 号武器组
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Weapon group 4""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Weapon group 4,4 号武器组
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Weapon group 5""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Weapon group 5,5 号武器组
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Current weapon""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Current weapon,目前武器
"com/fs/starfarer/coreui/refit/auto/Object.actionPerformed - String - ""Remaining weapons""",com/fs/starfarer/coreui/refit/auto/Object.actionPerformed ,Remaining weapons,剩余武器
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Planetary Survey""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Planetary Survey,行星调查
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Resources required (available)""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Resources required (available),所需资源 (可用) 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Consumed (available)""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Consumed (available),消耗 (可用) 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Available resources""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Available resources,可用资源
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""A preliminary survey indicates that """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,A preliminary survey indicates that ,初步调查显示 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - "" has a hazard rating of %s on the standard scale.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged , has a hazard rating of %s on the standard scale., 标准规模为 %s 危险等级。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""The following contributing factors were identified:""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,The following contributing factors were identified:,确定了以下因素：
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""The base resource cost of a survey is modified by the following factors:""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,The base resource cost of a survey is modified by the following factors:,调查的基本资源成本由以下因素修正：
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""In addition, your fleet carries specialized surveying equipment that reduces the survey requirements as follows:""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,"In addition, your fleet carries specialized surveying equipment that reduces the survey requirements as follows:",此外，由于你的舰队携带有专门的调查设备，因此降低了以下必要物资的需求：
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Perform Survey""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Perform Survey,进行调查
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged - String - ""Leave""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.sizeChanged ,Leave,离开
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.applySurveyResults - String - ""Continue""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.applySurveyResults ,Continue,继续
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Planet Fully Surveyed""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Planet Fully Surveyed,行星调查报告
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Establish colony""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Establish colony,建立殖民地
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Build waystation""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Build waystation,建立补给站
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Resources required (available)""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Resources required (available),所需资源 (可用) 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Establish colony...""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Establish colony...,建立殖民地...
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""View Nearby Colonies""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,View Nearby Colonies,查看附近的殖民地
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Leave""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Leave,离开
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Consider other factors...""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Consider other factors...,考虑其他因素...
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Available resources""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,Available resources,可用资源
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""increased""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,increased,提高
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""reduced""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,reduced,降低
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""You have full survey data for """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,You have full survey data for ,你已经获得了 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "",""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,",",，
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "" as well as the required resources, allowing you to establish a colony here.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ," as well as the required resources, allowing you to establish a colony here.", 的完整调查数据，并可以投入所需资源来在此建立一处殖民地。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""You have full survey data for """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,You have full survey data for ,你已经获得了 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "",""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,",",，
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "" but not the resources that would allow you to establish a colony here.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen , but not the resources that would allow you to establish a colony here., 的完整调查数据，但缺乏建立殖民地的必备资源。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""This star system is claimed by """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,This star system is claimed by ,由于该星系的统治方为 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "", """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,", ",，
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""but as a commission holder, you would be allowed to establish a colony here.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,"but as a commission holder, you would be allowed to establish a colony here.",但作为雇佣协议的签订者，你将允许在此建立殖民地。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""This star system is claimed by """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,This star system is claimed by ,由于该星系的统治方为 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "", """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,", ",，
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""and a colony established here would likely be eradicated in short order.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,and a colony established here would likely be eradicated in short order.,如果在此建立殖民地，将很有可能在 短期内遭到根除。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""eradicated in short order""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,eradicated in short order,短期内遭到根除
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "" has a hazard rating of %s. """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen , has a hazard rating of %s. , 的危险等级为 %s}。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""The upkeep cost of any industries and structures built here will be """,com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,The upkeep cost of any industries and structures built here will be ,而在此建造的工业设施和其他设施都将按一定比例 
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - "" by that percentage.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen , by that percentage., 其维护费用。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""A colony will allow for the exploitation of planet-side resources and can eventually grow into a major population center.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,A colony will allow for the exploitation of planet-side resources and can eventually grow into a major population center.,殖民地的作用在于你不仅可以随意开采行星资源，还能将此最终发展成一处重要的人口中心来获取庞大的利益。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""at this location""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,at this location,在此位置
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""A colony established here would have an accessibility of %s, assuming a spaceport was constructed.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,"A colony established here would have an accessibility of %s, assuming a spaceport was constructed.",如果在此建造一处太空港，那么预测该殖民地将具备 %s 的流通性。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Shipping limits per commodity: %s unit(s) in-faction, %s unit(s) to and from other factions.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,"Shipping limits per commodity: %s unit(s) in-faction, %s unit(s) to and from other factions.",己方势力每件商品的运输限制为：%s 单位，而其他势力则为 %s 单位。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""Accessibility can be influenced by structures, a colony's ""free port"" status, and other factors.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,"Accessibility can be influenced by structures, a colony's ""free port"" status, and other factors.","流通性将受到当地的建筑是否具有 ""自由港""，以及其他因素的影响。"
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""The ruins on this planet must be explored before a colonization effort can proceed.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,The ruins on this planet must be explored before a colonization effort can proceed.,对此处进行殖民前，必须探索该星球上的废墟。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""This star system is cut off from hyperspace and can not be colonized.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,This star system is cut off from hyperspace and can not be colonized.,这个星系与超空间隔绝，无法殖民。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""This planet is deep in abyssal hyperspace and can not be colonized.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,This planet is deep in abyssal hyperspace and can not be colonized.,这颗星球位于深渊超空间中，无法被殖民。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen - String - ""This planet is in deep space and can not be colonized.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showColonizeScreen ,This planet is in deep space and can not be colonized.,这颗星球位于深空中，无法被殖民。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showOtherFactors - String - ""Go back""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showOtherFactors ,Go back,返回
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showOtherFactors - String - ""You are not aware of any other major factors that would affect a colony established here.""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showOtherFactors ,You are not aware of any other major factors that would affect a colony established here.,你未发现其他可能会对建立在此处的殖民地产生影响的重大因素。
"com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showSurveyResults - String - ""Finish Survey""",com/fs/starfarer/campaign/ui/marketinfo/PlanetSurveyPanel.showSurveyResults ,Finish Survey,完成调查
