LDC97,class97,LDC96CN
"""Increases refining production by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$8,"""冶炼厂产量提高 %s 单位。"""
"""Converts the ship's standard shuttle hangar to house a fighter bay. The improvised flight deck, its crew, and the related machinery all function at a pace below that of a dedicated carrier.""",com/fs/starfarer/api/impl/hullmods/ConvertedHangar,"""Converts the ship's standard shuttle hangar to house a fighter bay. The improvised flight deck, its crew, and the related machinery all function at a pace below that of a dedicated carrier."""
"""Increases fighter refit time by %s, and the fighter replacement rate both decays and recovers %s more slowly. In addition, bombers returning to rearm (or fighters returning for repairs) take %s of their base refit time to relaunch, where normally it takes under a second. """,com/fs/starfarer/api/impl/hullmods/ConvertedHangar,"""Increases fighter refit time by %s, and the fighter replacement rate both decays and recovers %s more slowly. In addition, bombers returning to rearm (or fighters returning for repairs) take %s of their base refit time to relaunch, where normally it takes under a second. """
"""Increases the minimum crew by %s to account for pilots and flight crews. Increases the ship's deployment points and supply cost to recover from deployment by %s for every %s ordnance points spent on fighters, or by at least %s point. This comes with a proportional increase in combat readiness lost per deployment.""",com/fs/starfarer/api/impl/hullmods/ConvertedHangar,"""Increases the minimum crew by %s to account for pilots and flight crews. Increases the ship's deployment points and supply cost to recover from deployment by %s for every %s ordnance points spent on fighters, or by at least %s point. This comes with a proportional increase in combat readiness lost per deployment."""
"""Increases """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$5,"""将 """
""" production by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$5,""" 的产量提高 %s 单位。"""
"""Increases """,com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$6,"""将 """
""" production by %s units.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$6,""" 的产量提高 %s 单位。"""
""" seconds""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level6,""" 秒"""
"""At most once every """,com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level6,"""每 """
""", single-hit hull damage above %s points has the portion above %s reduced by %s""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level6,"""最多触发一次，当船体结构受到一次超过 %s 点的伤害时，其超过 %s 点的部分将降低 %s"""
"""% of hull and armor damage taken repaired after combat ends, at no cost""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level5,"""% 的结构和装甲损伤将在战后自动修复，且不消耗补给"""
"""% hull damage taken""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level4,"""% 船体结构受到的伤害"""
"""% faster in-combat weapon and engine repairs""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level3,"""% 战斗中武器和引擎的修理速度"""
"""% crew lost due to hull damage in combat""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level2,"""% 由于结构受损造成的人员伤亡"""
"""Right-click to integrate the """,com/fs/starfarer/api/campaign/impl/items/WormholeScannerPlugin,#N/A
""" with your fleet""",com/fs/starfarer/api/campaign/impl/items/WormholeScannerPlugin,#N/A
""" integrated - can transit wormholes""",com/fs/starfarer/api/campaign/impl/items/WormholeScannerPlugin,#N/A
"""If lost in combat, ship is almost always recoverable""",com/fs/starfarer/api/impl/campaign/skills/DamageControl$Level1,"""如果该舰在战斗中被击沉，将有高几率在战后将其打捞回来。"""
"""Increases colony accessibility by %s.""",com/fs/starfarer/api/impl/campaign/econ/impl/ItemEffectsRepo$1$9,"""殖民地流通性提高 %s."""
"""Deep Space""",com/fs/starfarer/api/impl/campaign/world/GateHaulerLocation,#N/A
"""Deep Space""",com/fs/starfarer/api/impl/campaign/world/GateHaulerLocation,#N/A
"""Organized crime""",com/fs/starfarer/api/impl/campaign/econ/OrganizedCrime,"""犯罪组织"""
"""Can only be installed on automated ships, install Neural Interface instead""",com/fs/starfarer/api/impl/hullmods/NeuralIntegrator,"""只能安装在自动化舰船上，请改为安装 神经接口 来代替它"""
"""Can not be installed on this ship""",com/fs/starfarer/api/impl/hullmods/NeuralIntegrator,"""该舰无法安装"""
"""Disrupting an %s can provide insight into the topography of surrounding abyssal hyperspace.""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTAbyssalLightFactor$1,#N/A
"""Abyssal Light""",com/fs/starfarer/api/impl/campaign/intel/events/ht/HTAbyssalLightFactor$1,#N/A
"""benefit from your combat skills""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,#N/A
"""%""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,#N/A
"""benefit from your combat skills""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,#N/A
"""Neural system reset""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""战术系统重置"""
"""After the transfer is complete, the target ship's system cooldown (if any) will be reset, and if the ship system uses charges, it will gain an additonal charge. This effect operates on a cooldown equal to %s the cooldown/charge regeneration time saved by it.""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""After the transfer is complete, the target ship's system cooldown (if any) will be reset, and if the ship system uses charges, it will gain an additonal charge. This effect operates on a cooldown equal to %s the cooldown/charge regeneration time saved by it."""
"""×""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""倍"""
"""Requires the Neural Link skill to function""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""需要 神经链接 技能才能发挥作用"""
"""Use the """"",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""想要 """""
""""" control [""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,""""" 只需按 ["""
"""] to switch between ships.""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""] 键 即可在不同舰船之间进行切换。"""
"""Can not be installed on automated ships, install Neural Integrator instead""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""只能安装在自动化舰船上，请改为安装 神经接口 来代替它"""
"""Can not be installed on this ship""",com/fs/starfarer/api/impl/hullmods/NeuralInterface,"""该舰无法安装"""
""" is mistrustful at first, but that turns to surprise and """,com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""尽管一开始并不信任你，"""
"""gratitude when """,com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""但"""
""" realizes you're serious.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""开始意识到你是认真的时候，就立刻转为惊讶与感激。"""
"""Continue""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""继续"""
"""Continue""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""继续"""
"""Taking in Luddic Path defector""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""收留左径叛逃者"""
"""You consider letting the Luddic Path defector, """,com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""你决定让 """
""", join your fleet.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,""" 这位左径叛逃者加入你的舰队。"""
"""Level: %s""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""等级：%s"""
""" Aptitude""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,""" 天赋"""
""" (Elite)""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,""" (精英) """
"""Personality: %s""",com/fs/starfarer/api/impl/campaign/intel/bar/events/LuddicPathBaseBarEvent$1,"""性格：%s"""
""" World""",com/fs/starfarer/api/impl/campaign/CoreScript,""" 行星"""
"""New planet data: """,com/fs/starfarer/api/impl/campaign/CoreScript,"""新行星数据："""
"""Heavy Industry - Custom Production""",com/fs/starfarer/api/impl/campaign/CoreScript,"""重工业 - 定制生产"""
"""Colonies""",com/fs/starfarer/api/impl/campaign/CoreScript,"""殖民地"""
"""Custom production orders""",com/fs/starfarer/api/impl/campaign/CoreScript,"""定制生产订单"""
"""Weapons & fighter LPCs for produced ships""",com/fs/starfarer/api/impl/campaign/CoreScript,"""用于生产舰船上的武器与战机 LPC"""
"""Hazard pay""",com/fs/starfarer/api/impl/campaign/CoreScript,"""危险津贴"""
"""Monthly income: """,com/fs/starfarer/api/impl/campaign/CoreScript,"""月收益："""
"""Monthly expenses: """,com/fs/starfarer/api/impl/campaign/CoreScript,"""每月支出："""
"""Fleet""",com/fs/starfarer/api/impl/campaign/CoreScript,"""舰队"""
"""Crew payroll""",com/fs/starfarer/api/impl/campaign/CoreScript,"""船员工资"""
"""Marine payroll""",com/fs/starfarer/api/impl/campaign/CoreScript,"""陆战队员工资"""
"""Officer payroll""",com/fs/starfarer/api/impl/campaign/CoreScript,"""军官工资"""
"""Colonies""",com/fs/starfarer/api/impl/campaign/CoreScript,"""殖民地"""
"""Storage""",com/fs/starfarer/api/impl/campaign/CoreScript,"""仓库"""
"""cargo""",com/fs/starfarer/api/impl/campaign/CoreScript,"""仓管费"""
"""Industries & structures""",com/fs/starfarer/api/impl/campaign/CoreScript,"""工业设施 & 其他设施"""
"""Administrators""",com/fs/starfarer/api/impl/campaign/CoreScript,"""行政官"""
""" (unassigned)""",com/fs/starfarer/api/impl/campaign/CoreScript,""" (未上任) """
"""Supplies""",com/fs/starfarer/api/impl/campaign/plog/PLStatSupplies,""" 补给"""
"""The raid was successful in disrupting """,com/fs/starfarer/api/impl/campaign/graid/DisruptIndustryRaidObjectivePluginImpl,"""这次突袭成功瘫痪了 """
""" operations.""",com/fs/starfarer/api/impl/campaign/graid/DisruptIndustryRaidObjectivePluginImpl,""" 的正常运作，"""
""" It will take at least %s days for normal operations to resume.""",com/fs/starfarer/api/impl/campaign/graid/DisruptIndustryRaidObjectivePluginImpl,""" 预计至少要 %s 天才能恢复正常。"""
"""conducting an inspection""",com/fs/starfarer/api/impl/campaign/HassleNPCScript,#N/A
"""standing by for inspection""",com/fs/starfarer/api/impl/campaign/HassleNPCScript,#N/A
"""Vindictive inspection""",com/fs/starfarer/api/impl/campaign/HassleNPCScript,#N/A
"""Defeated mercenaries sent to attack you""",com/fs/starfarer/api/impl/campaign/intel/events/ttcr/TTCRMercenariesDefeatedFactor,#N/A
"""Automated Mining Station""",com/fs/starfarer/api/impl/campaign/world/Limbo,#N/A
"""Mothballed Equipment Cache""",com/fs/starfarer/api/impl/campaign/world/Limbo,#N/A
"""Test Wormhole Cache""",com/fs/starfarer/api/impl/campaign/world/Limbo,#N/A
"""%s hazard rating""",com/fs/starfarer/api/impl/campaign/econ/BaseHazardCondition,"""%s 危险等级"""
"""days""",com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateHaulerCMD$1,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateHaulerCMD$1,#N/A
""" Estimated gate hauler travel time: %s """,com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateHaulerCMD$1,#N/A
"""Fees paid to the Sindrian Diktat in exchange for their refraining from interfering in your fuel production business. From orbit.""",com/fs/starfarer/api/impl/campaign/intel/SindrianDiktatFuelDeal$1,#N/A
"""Proven stable source (due to outcome of Diktat conflict)""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
"""Fuel exports increased""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
""" - %s income from fuel exports""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
"""+""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
"""%""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
"""Fuel export bonus lost""",com/fs/starfarer/api/impl/campaign/intel/events/DiktatFuelBonusScript,#N/A
"""Select destination""",com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateCMD,"""选择目的地"""
"""Destination:""",com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateCMD,"""目的地："""
"""Initiate transit""",com/fs/starfarer/api/impl/campaign/rulecmd/missions/GateCMD,"""开始传送"""
"""Sensor array""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""传感器阵列"""
"""Makeshift sensor array""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""临时传感器阵列"""
""" %s sensor range for all same-faction fleets in system""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,""" %s 的传感器探测范围给星系内同一势力的舰队"""
""" Generating false readings""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,""" 产生假信号"""
"""This one, however, does not appear to be transmitting a sensor telemetry broadcast. The cause of its lack of function is unknown.""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""然而该设备似乎并未发送传感器遥测数据，其功能缺失的原因也尚不明确。"""
"""You have a hack running on this sensor array.""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""你已经有一个黑客程序在该设备上运行。"""
"""%s sensor range for in-system fleets""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""%s 星系内该设备控制方舰队传感器的探测范围"""
"""investigating anomalous sensor reading""",com/fs/starfarer/api/impl/campaign/SensorArrayEntityPlugin,"""调查异常的传感器信号"""
"""light-years""",com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,"""光年"""
"""light-year""",com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,"""光年"""
"""The nearest coronal tap is located in the """,com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,"""最近的星冕分流器位于 """
""", %s """,com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,""", 距此地 %s """
""" away. The maximum """,com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,""" 之外。"""
"""range at a portal can connect to a tap is %s light-years.""",com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,"""而能与之相连的最大范围是 %s 光年。"""
"""The nearest coronal tap is located in the """,com/fs/starfarer/api/impl/campaign/econ/impl/PopulationAndInfrastructure$CoronalTapFactor,"""最近的星冕分流器位于 """
