LDC_96a,Class,LDC__95.1CN,RAW_95.1CN
"""Ordering a full assault will cancel all assignments and also make your ships engage very aggressively. Cancelling a full assault requires a command point.""",com/fs/starfarer/ui/impl/nullsuper$1,"""下令 全面进攻 将取消所有任务, 并使你的舰队开始非常积极的进攻. 取消 全面进攻 需要一个命令点.""","com/fs/starfarer/ui/impl/voidsuper$1.createImpl - String - ""下令 全面进攻 将取消所有任务, 并使你的舰队开始非常积极的进攻. 取消 全面进攻 需要一个命令点."""
"""%s command point in %s second(s).""",com/fs/starfarer/ui/impl/nullsuper$1,"""%s 命令点每 %s 秒.""","com/fs/starfarer/ui/impl/voidsuper$1.createImpl - String - ""%s 命令点每 %s 秒."""
"""Clean Disengage""",com/fs/starfarer/ui/impl/nullsuper$2,"""安全撤离""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""安全撤离"""
"""If your forces inflict sufficient losses on the enemy, you will be able to disengage without being pursued after the conclusion of this engagement, even if your forces retreat and the enemy wins the engagement.""",com/fs/starfarer/ui/impl/nullsuper$2,"""只要你的舰队给予敌方足够的损失, 即使采取全面撤退战术, 且敌人赢得了战斗, 但你依旧可在战斗结束后免受追击而安全撤退.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""只要你的舰队给予敌方足够的损失, 即使采取全面撤退战术, 且敌人赢得了战斗, 但你依旧可在战斗结束后免受追击而安全撤退."""
"""Only applicable in campaign battles, not missions or simulations.""",com/fs/starfarer/ui/impl/nullsuper$2,"""仅适用于生涯中的战斗, 而不适用于战役或模拟战.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""仅适用于生涯中的战斗, 而不适用于战役或模拟战."""
"""Your fleet is already attempting to disengage, and will be able to end the encounter without any further pursuit after the conclusion of this engagement.""",com/fs/starfarer/ui/impl/nullsuper$2,"""你的舰队正在试图脱离战斗, 而在本次战斗结束后, 你将能够在没有任何阻挠的 情况下安全撤离.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""你的舰队正在试图脱离战斗, 而在本次战斗结束后, 你将能够在没有任何阻挠的 情况下安全撤离."""
"""The enemy fleet is already attempting to disengage, and you will be able to end the encounter without any further hostilities after the conclusion of this engagement.""",com/fs/starfarer/ui/impl/nullsuper$2,"""敌方舰队正在试图脱离战斗, 而在本次战斗结束后, 你将能够在没有任何阻挠的 情况下安全撤离.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""敌方舰队正在试图脱离战斗, 而在本次战斗结束后, 你将能够在没有任何阻挠的 情况下安全撤离."""
"""If your forces inflict sufficient losses on the enemy, you will be able to disengage without being pursued after the conclusion of this engagement, even if your forces retreat and the enemy wins the engagement.""",com/fs/starfarer/ui/impl/nullsuper$2,"""只要你的舰队给予敌方足够的损失, 即使采取全面撤退战术, 且敌人赢得了战斗, 但你依旧可在战斗结束后免受追击而安全撤退.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""只要你的舰队给予敌方足够的损失, 即使采取全面撤退战术, 且敌人赢得了战斗, 但你依旧可在战斗结束后免受追击而安全撤退."""
"""Your forces need to destroy, disable, or force to retreat %s deployment points worth of enemy ships. Points so far: %s.""",com/fs/starfarer/ui/impl/nullsuper$2,"""你的舰队还需继续摧毁或迫使其撤退总共 %s 部署点的敌舰. 当前进度: %s.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""你的舰队还需继续摧毁或迫使其撤退总共 %s 部署点的敌舰. 当前进度: %s."""
"""Your forces will be able to disengage without being pursued after the conclusion of this engagement.""",com/fs/starfarer/ui/impl/nullsuper$2,"""你的舰队能在本次交战后, 不受任何阻挠的情况下安全撤离.""","com/fs/starfarer/ui/impl/voidsuper$2.createImpl - String - ""你的舰队能在本次交战后, 不受任何阻挠的情况下安全撤离."""
""", """,com/fs/starfarer/ui/impl/Object$1,""", ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "", """
""" World""",com/fs/starfarer/ui/impl/Object$1,""" 行星""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "" 行星"""
""", """,com/fs/starfarer/ui/impl/Object$1,""", ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "", """
"""Under your control""",com/fs/starfarer/ui/impl/Object$1,"""在你的控制之下""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""在你的控制之下"""
"""Fully surveyed""",com/fs/starfarer/ui/impl/Object$1,"""已全面调查""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""已全面调查"""
"""Unsurveyed""",com/fs/starfarer/ui/impl/Object$1,"""未被调查""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""未被调查"""
"""Preliminary survey completed""",com/fs/starfarer/ui/impl/Object$1,"""已初步调查""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""已初步调查"""
""", """,com/fs/starfarer/ui/impl/Object$1,""", ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "", """
"""Has unexplored ruins.""",com/fs/starfarer/ui/impl/Object$1,"""有未勘探的遗迹.""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""有未勘探的遗迹."""
"""Required to survey""",com/fs/starfarer/ui/impl/Object$1,"""需要进行调查""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""需要进行调查"""
"""Quantity""",com/fs/starfarer/ui/impl/Object$1,"""所需资源 (可用)""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - ""所需资源 (可用)"""
""" (""",com/fs/starfarer/ui/impl/Object$1,""" (""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "" ("""
""")""",com/fs/starfarer/ui/impl/Object$1,""")""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "")"""
""" (""",com/fs/starfarer/ui/impl/Object$1,""" (""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "" ("""
""")""",com/fs/starfarer/ui/impl/Object$1,""")""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$1.createImpl - String - "")"""
""", engaged in battle""",com/fs/starfarer/ui/impl/Object$2,""", 正在参战中""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.OÕO000 - String - "", 正在参战中"""
""", under construction""",com/fs/starfarer/ui/impl/Object$2,""", 正在建造中""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.OÕO000 - String - "", 正在建造中"""
""", undergoing repairs""",com/fs/starfarer/ui/impl/Object$2,""", 正在维修中""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.OÕO000 - String - "", 正在维修中"""
""", """,com/fs/starfarer/ui/impl/Object$2,""", ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.OÕO000 - String - "", """
"""Under your control""",com/fs/starfarer/ui/impl/Object$2,"""在你的控制之下""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.OÕO000 - String - ""在你的控制之下"""
"""Hostile""",com/fs/starfarer/ui/impl/Object$2,"""敌对""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.Ò00000 - String - ""敌对"""
"""Friendly""",com/fs/starfarer/ui/impl/Object$2,"""友好""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.Ò00000 - String - ""友好"""
"""Neutral""",com/fs/starfarer/ui/impl/Object$2,"""中立""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.Ò00000 - String - ""中立"""
"""Unknown""",com/fs/starfarer/ui/impl/Object$2,"""未知""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.Ò00000 - String - ""未知"""
"""running from your fleet""",com/fs/starfarer/ui/impl/Object$2,"""正在逃离你的舰队""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在逃离你的舰队"""
"""running from """,com/fs/starfarer/ui/impl/Object$2,"""正在逃离 ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在逃离 """
"""pursuing""",com/fs/starfarer/ui/impl/Object$2,"""正在追逐""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在追逐"""
"""maintaining contact with""",com/fs/starfarer/ui/impl/Object$2,"""正逐步靠近""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正逐步靠近"""
"""looking for""",com/fs/starfarer/ui/impl/Object$2,"""正在寻找""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在寻找"""
""" your fleet""",com/fs/starfarer/ui/impl/Object$2,""" 你的舰队""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - "" 你的舰队"""
""" """,com/fs/starfarer/ui/impl/Object$2,#N/A,#N/A
"""looking for""",com/fs/starfarer/ui/impl/Object$2,"""正在寻找""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在寻找"""
""" your fleet""",com/fs/starfarer/ui/impl/Object$2,""" 你的舰队""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - "" 你的舰队"""
""" """,com/fs/starfarer/ui/impl/Object$2,#N/A,#N/A
""" unknown location""",com/fs/starfarer/ui/impl/Object$2,""" 未知的位置""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - "" 未知的位置"""
"""engaged in battle""",com/fs/starfarer/ui/impl/Object$2,"""正在参与战斗""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - ""正在参与战斗"""
""", """,com/fs/starfarer/ui/impl/Object$2,""", ""","com/fs/starfarer/ui/impl/ooOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO$2.super - String - "", """
